Airline,Source,Destination,Total_Stops,Price,Dep_Weekday,Dep_Interval,Arrival_Interval,Duration(mins)
Jet Airways,Delhi,Cochin,2,8834,Wednesday,Evening,Evening,1475
IndiGo,Delhi,Cochin,1,5241,Wednesday,Before Dawn,Morning,345
Jet Airways,Delhi,Cochin,0,7989,Monday,Noon,Afternoon,195
IndiGo,Delhi,Cochin,1,5883,Wednesday,Noon,Midnight,895
Air Asia,Kolkata,Banglore,1,6857,Saturday,Morning,Noon,220
SpiceJet,Banglore,New Delhi,1,5822,Friday,Afternoon,Midnight,485
Jet Airways,Delhi,Cochin,1,10262,Sunday,Afternoon,Before Dawn,805
Jet Airways,Mumbai,Hyderabad,0,4995,Wednesday,Morning,Morning,85
SpiceJet,Banglore,Delhi,0,4991,Sunday,Morning,Noon,170
Jet Airways,Banglore,New Delhi,1,16736,Wednesday,Before Dawn,Evening,935
Jet Airways,Delhi,Cochin,2,18804,Wednesday,Noon,Evening,440
IndiGo,Delhi,Cochin,1,6442,Saturday,Morning,Midnight,835
Air India,Kolkata,Banglore,0,5170,Monday,Afternoon,Afternoon,150
SpiceJet,Banglore,New Delhi,0,4377,Monday,Evening,Midnight,170
Jet Airways,Delhi,Cochin,0,9564,Sunday,Noon,Afternoon,195
SpiceJet,Banglore,Delhi,0,3573,Thursday,Before Dawn,Morning,160
Jet Airways,Delhi,Cochin,1,17024,Wednesday,Afternoon,Evening,1575
Air Asia,Banglore,Delhi,0,3383,Tuesday,Before Dawn,Morning,170
Jet Airways,Banglore,New Delhi,1,27992,Friday,Afternoon,Evening,375
Jet Airways,Banglore,Delhi,0,7229,Sunday,Morning,Noon,180
Jet Airways,Banglore,New Delhi,1,9134,Friday,Before Dawn,Noon,280
Air India,Mumbai,Hyderabad,0,3100,Friday,Afternoon,Afternoon,85
Multiple carriers,Delhi,Cochin,1,13727,Wednesday,Morning,Evening,720
Vistara,Kolkata,Banglore,1,8452,Monday,Morning,Evening,790
Jet Airways,Delhi,Cochin,1,14714,Monday,Noon,Evening,540
Jet Airways,Banglore,New Delhi,1,7280,Friday,Morning,Afternoon,370
Air India,Mumbai,Hyderabad,2,18797,Wednesday,Noon,Afternoon,205
IndiGo,Mumbai,Hyderabad,0,2754,Monday,Noon,Noon,90
Air Asia,Kolkata,Banglore,0,4409,Monday,Midnight,Midnight,150
IndiGo,Delhi,Cochin,0,5021,Saturday,Afternoon,Afternoon,195
Jet Airways,Mumbai,Hyderabad,0,8040,Saturday,Morning,Morning,90
Air India,Delhi,Cochin,1,10454,Saturday,Morning,Evening,615
Multiple carriers,Delhi,Cochin,1,10197,Wednesday,Before Dawn,Noon,525
Air India,Banglore,Delhi,0,5228,Sunday,Morning,Morning,165
Jet Airways,Delhi,Cochin,1,14714,Sunday,Afternoon,Evening,300
Air India,Banglore,New Delhi,0,7276,Friday,Morning,Morning,165
IndiGo,Delhi,Cochin,1,7731,Wednesday,Before Dawn,Morning,355
Air Asia,Kolkata,Banglore,1,6857,Saturday,Evening,Midnight,215
Air India,Banglore,Delhi,0,6961,Tuesday,Before Dawn,Morning,180
Jet Airways,Delhi,Cochin,2,7791,Thursday,Noon,Before Dawn,1060
IndiGo,Banglore,New Delhi,0,4777,Thursday,Noon,Noon,170
Jet Airways,Delhi,Cochin,1,16289,Saturday,Evening,Before Dawn,550
Jet Airways,Kolkata,Banglore,1,12681,Monday,Evening,Before Dawn,585
IndiGo,Banglore,Delhi,0,4823,Saturday,Evening,Evening,175
Jet Airways,Delhi,Cochin,2,13014,Sunday,Morning,Noon,1615
Jet Airways,Delhi,Cochin,1,5406,Saturday,Morning,Evening,715
Multiple carriers,Delhi,Cochin,1,9315,Wednesday,Morning,Evening,690
Air India,Delhi,Cochin,1,7480,Thursday,Noon,Morning,1255
Jet Airways,Banglore,New Delhi,1,14815,Monday,Afternoon,Evening,305
Air India,Kolkata,Banglore,1,12173,Sunday,Evening,Afternoon,1185
Air India,Banglore,New Delhi,2,7664,Friday,Before Dawn,Midnight,1075
Air India,Delhi,Cochin,2,12777,Thursday,Afternoon,Evening,1560
Multiple carriers,Delhi,Cochin,1,8837,Monday,Morning,Evening,705
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Evening,Noon,775
Jet Airways,Kolkata,Banglore,1,14571,Friday,Morning,Evening,800
IndiGo,Delhi,Cochin,1,6093,Saturday,Morning,Evening,810
IndiGo,Delhi,Cochin,1,7514,Wednesday,Morning,Afternoon,455
IndiGo,Delhi,Cochin,0,6015,Saturday,Afternoon,Afternoon,195
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Noon,Before Dawn,1105
Air India,Delhi,Cochin,1,8792,Saturday,Evening,Evening,1455
IndiGo,Banglore,Delhi,0,4823,Wednesday,Morning,Noon,170
SpiceJet,Banglore,Delhi,0,3919,Monday,Before Dawn,Morning,160
IndiGo,Chennai,Kolkata,0,3597,Wednesday,Noon,Afternoon,140
SpiceJet,Mumbai,Hyderabad,0,2017,Tuesday,Before Dawn,Morning,90
Air Asia,Banglore,Delhi,0,3383,Thursday,Midnight,Before Dawn,170
SpiceJet,Mumbai,Hyderabad,0,1965,Tuesday,Midnight,Midnight,90
Jet Airways,Delhi,Cochin,1,10262,Monday,Before Dawn,Noon,620
Jet Airways,Delhi,Cochin,1,17234,Sunday,Afternoon,Before Dawn,745
Jet Airways,Kolkata,Banglore,1,14178,Sunday,Evening,Before Dawn,520
IndiGo,Delhi,Cochin,1,5636,Monday,Before Dawn,Morning,325
IndiGo,Banglore,Delhi,0,4823,Monday,Evening,Evening,175
Air India,Delhi,Cochin,1,7480,Tuesday,Noon,Morning,1255
Jet Airways,Kolkata,Banglore,1,14571,Sunday,Evening,Afternoon,1285
IndiGo,Mumbai,Hyderabad,0,13999,Friday,Morning,Noon,90
Jet Airways,Kolkata,Banglore,1,14151,Saturday,Evening,Evening,1480
Air India,Banglore,Delhi,0,6121,Wednesday,Evening,Midnight,170
SpiceJet,Chennai,Kolkata,0,3543,Friday,Morning,Noon,135
Air India,Delhi,Cochin,2,10651,Saturday,Evening,Evening,1410
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Midnight,Before Dawn,1760
IndiGo,Delhi,Cochin,1,6582,Monday,Morning,Noon,315
Jet Airways,Delhi,Cochin,2,15544,Monday,Before Dawn,Noon,425
IndiGo,Delhi,Cochin,1,8574,Wednesday,Evening,Midnight,420
IndiGo,Mumbai,Hyderabad,0,4784,Saturday,Before Dawn,Before Dawn,90
IndiGo,Delhi,Cochin,1,6818,Monday,Before Dawn,Noon,425
Jet Airways,Banglore,New Delhi,1,25735,Friday,Afternoon,Morning,1165
Jet Airways,Delhi,Cochin,2,9483,Tuesday,Noon,Evening,1775
Jet Airways,Delhi,Cochin,2,10368,Monday,Evening,Noon,1025
Multiple carriers,Delhi,Cochin,1,8073,Wednesday,Morning,Evening,720
IndiGo,Kolkata,Banglore,0,4778,Friday,Midnight,Midnight,165
Jet Airways,Kolkata,Banglore,1,13941,Saturday,Evening,Before Dawn,520
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Afternoon,Midnight,365
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Morning,Evening,800
SpiceJet,Kolkata,Banglore,0,3841,Friday,Morning,Noon,145
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Morning,Afternoon,590
Jet Airways,Delhi,Cochin,2,8728,Wednesday,Before Dawn,Evening,820
Jet Airways,Kolkata,Banglore,1,11467,Wednesday,Evening,Afternoon,1080
Multiple carriers,Delhi,Cochin,1,15078,Wednesday,Morning,Afternoon,390
Multiple carriers,Delhi,Cochin,1,7198,Thursday,Afternoon,Midnight,510
Air India,Delhi,Cochin,1,8372,Monday,Evening,Morning,640
Multiple carriers,Delhi,Cochin,1,7308,Monday,Afternoon,Midnight,570
SpiceJet,Delhi,Cochin,1,4414,Wednesday,Morning,Noon,270
IndiGo,Kolkata,Banglore,0,5224,Thursday,Afternoon,Afternoon,150
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Before Dawn,Afternoon,625
IndiGo,Banglore,New Delhi,0,6860,Saturday,Midnight,Before Dawn,165
Multiple carriers,Delhi,Cochin,1,15136,Wednesday,Noon,Midnight,755
Jet Airways,Delhi,Cochin,1,5963,Wednesday,Afternoon,Evening,1665
Air India,Delhi,Cochin,2,8665,Wednesday,Evening,Evening,1305
Jet Airways,Delhi,Cochin,2,15129,Tuesday,Midnight,Before Dawn,1760
SpiceJet,Kolkata,Banglore,0,3841,Saturday,Afternoon,Evening,150
Multiple carriers,Delhi,Cochin,1,13377,Sunday,Noon,Midnight,930
Jet Airways,Delhi,Cochin,2,16914,Saturday,Before Dawn,Before Dawn,1380
Jet Airways,Delhi,Cochin,1,10262,Sunday,Before Dawn,Evening,1005
IndiGo,Kolkata,Banglore,1,5386,Thursday,Afternoon,Midnight,280
Jet Airways,Kolkata,Banglore,1,14388,Wednesday,Evening,Before Dawn,450
Jet Airways,Delhi,Cochin,2,15129,Monday,Before Dawn,Evening,810
IndiGo,Delhi,Cochin,1,6442,Wednesday,Noon,Midnight,635
Jet Airways,Delhi,Cochin,2,10368,Monday,Evening,Noon,1025
Jet Airways,Delhi,Cochin,1,12767,Thursday,Afternoon,Evening,1670
Jet Airways,Delhi,Cochin,1,10262,Thursday,Afternoon,Before Dawn,805
Multiple carriers,Delhi,Cochin,1,7408,Wednesday,Morning,Evening,780
Multiple carriers,Delhi,Cochin,1,13587,Thursday,Noon,Evening,660
Air India,Kolkata,Banglore,1,8891,Wednesday,Afternoon,Morning,905
IndiGo,Delhi,Cochin,1,5883,Thursday,Noon,Midnight,895
Jet Airways,Delhi,Cochin,1,10262,Thursday,Noon,Noon,1415
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Evening,Evening,1415
Jet Airways,Kolkata,Banglore,1,14781,Thursday,Morning,Evening,800
IndiGo,Chennai,Kolkata,0,6297,Friday,Afternoon,Afternoon,145
Air Asia,Kolkata,Banglore,0,4409,Sunday,Midnight,Midnight,150
Air India,Delhi,Cochin,2,12383,Sunday,Noon,Evening,500
SpiceJet,Mumbai,Hyderabad,0,2017,Friday,Noon,Afternoon,90
Air India,Mumbai,Hyderabad,1,12308,Wednesday,Evening,Morning,850
SpiceJet,Chennai,Kolkata,0,3384,Monday,Afternoon,Evening,140
Jet Airways,Banglore,New Delhi,1,9134,Friday,Morning,Afternoon,435
IndiGo,Delhi,Cochin,1,7464,Saturday,Before Dawn,Morning,325
Multiple carriers,Delhi,Cochin,1,6093,Saturday,Morning,Afternoon,540
Multiple carriers,Delhi,Cochin,1,15237,Sunday,Before Dawn,Evening,890
Jet Airways,Mumbai,Hyderabad,0,4995,Wednesday,Morning,Morning,85
Air India,Delhi,Cochin,0,6934,Friday,Afternoon,Afternoon,180
Jet Airways,Kolkata,Banglore,1,13784,Monday,Evening,Noon,775
Air Asia,Kolkata,Banglore,0,4409,Saturday,Noon,Noon,155
Multiple carriers,Delhi,Cochin,1,15898,Monday,Noon,Evening,375
Air India,Delhi,Cochin,2,11989,Tuesday,Afternoon,Evening,1560
SpiceJet,Mumbai,Hyderabad,0,2017,Monday,Noon,Afternoon,90
Multiple carriers,Delhi,Cochin,1,11098,Saturday,Before Dawn,Evening,845
IndiGo,Delhi,Cochin,1,6794,Tuesday,Afternoon,Midnight,480
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Evening,Morning,730
Multiple carriers,Delhi,Cochin,2,34608,Saturday,Afternoon,Midnight,630
Air India,Delhi,Cochin,0,6094,Wednesday,Afternoon,Afternoon,180
IndiGo,Kolkata,Banglore,1,4565,Thursday,Afternoon,Evening,315
Air India,Delhi,Cochin,3,10493,Monday,Before Dawn,Evening,2280
Air India,Delhi,Cochin,2,9653,Thursday,Evening,Evening,1410
Air India,Banglore,New Delhi,2,12305,Monday,Morning,Noon,1670
Air India,Banglore,Delhi,0,6961,Wednesday,Noon,Noon,165
Multiple carriers,Delhi,Cochin,1,9794,Wednesday,Morning,Noon,395
Multiple carriers,Delhi,Cochin,1,13377,Monday,Afternoon,Midnight,480
Jet Airways,Delhi,Cochin,1,12898,Monday,Before Dawn,Evening,1005
Multiple carriers,Delhi,Cochin,1,7155,Thursday,Noon,Evening,470
Multiple carriers,Delhi,Cochin,1,13377,Monday,Afternoon,Midnight,630
Vistara,Banglore,Delhi,0,4668,Friday,Noon,Afternoon,170
IndiGo,Banglore,New Delhi,1,8110,Friday,Morning,Noon,290
Jet Airways,Banglore,Delhi,0,4544,Saturday,Morning,Noon,180
Air India,Delhi,Cochin,2,9653,Thursday,Afternoon,Evening,1595
Jet Airways,Kolkata,Banglore,1,14781,Wednesday,Morning,Evening,590
SpiceJet,Mumbai,Hyderabad,0,2017,Wednesday,Noon,Afternoon,90
Jet Airways,Kolkata,Banglore,1,14151,Thursday,Afternoon,Midnight,395
Jet Airways,Kolkata,Banglore,1,13731,Sunday,Afternoon,Before Dawn,730
Jet Airways,Delhi,Cochin,1,15400,Sunday,Morning,Evening,590
Jet Airways,Kolkata,Banglore,1,8066,Thursday,Morning,Noon,1520
Jet Airways,Delhi,Cochin,2,21314,Sunday,Before Dawn,Evening,2230
Air India,Banglore,New Delhi,1,14069,Friday,Noon,Midnight,700
Jet Airways,Mumbai,Hyderabad,0,2470,Friday,Afternoon,Afternoon,90
IndiGo,Kolkata,Banglore,0,4804,Wednesday,Evening,Midnight,155
Air India,Banglore,New Delhi,1,9029,Friday,Before Dawn,Noon,425
IndiGo,Kolkata,Banglore,0,4804,Sunday,Before Dawn,Morning,155
Jet Airways,Delhi,Cochin,2,15129,Thursday,Midnight,Evening,1195
IndiGo,Mumbai,Hyderabad,0,2754,Sunday,Evening,Evening,85
Jet Airways,Kolkata,Banglore,1,13364,Monday,Evening,Morning,665
IndiGo,Kolkata,Banglore,1,6933,Sunday,Afternoon,Midnight,280
Jet Airways,Delhi,Cochin,2,15129,Saturday,Midnight,Noon,810
Multiple carriers,Delhi,Cochin,1,11200,Sunday,Noon,Evening,455
Jet Airways,Mumbai,Hyderabad,0,3210,Wednesday,Before Dawn,Before Dawn,85
Jet Airways,Mumbai,Hyderabad,0,8040,Tuesday,Noon,Noon,90
Jet Airways,Delhi,Cochin,2,10919,Wednesday,Afternoon,Before Dawn,830
IndiGo,Delhi,Cochin,1,6442,Thursday,Morning,Afternoon,515
IndiGo,Delhi,Cochin,0,4729,Monday,Afternoon,Afternoon,195
IndiGo,Delhi,Cochin,1,6442,Wednesday,Noon,Midnight,625
SpiceJet,Kolkata,Banglore,0,3841,Wednesday,Midnight,Midnight,140
Air India,Delhi,Cochin,2,10441,Monday,Evening,Evening,1410
Multiple carriers,Delhi,Cochin,1,13587,Saturday,Noon,Evening,660
Jet Airways,Kolkata,Banglore,1,11467,Wednesday,Evening,Afternoon,1080
IndiGo,Chennai,Kolkata,0,7295,Sunday,Noon,Afternoon,135
SpiceJet,Chennai,Kolkata,0,3597,Wednesday,Morning,Noon,135
Multiple carriers,Delhi,Cochin,1,7787,Thursday,Morning,Evening,755
IndiGo,Delhi,Cochin,1,14871,Wednesday,Morning,Evening,860
IndiGo,Chennai,Kolkata,0,3540,Saturday,Afternoon,Evening,165
IndiGo,Delhi,Cochin,1,6442,Saturday,Morning,Midnight,940
Air Asia,Banglore,Delhi,0,3383,Monday,Noon,Noon,165
Air Asia,Kolkata,Banglore,0,4409,Thursday,Midnight,Midnight,150
IndiGo,Chennai,Kolkata,0,3850,Thursday,Morning,Noon,140
Multiple carriers,Delhi,Cochin,1,8018,Monday,Noon,Midnight,555
Jet Airways,Kolkata,Banglore,1,11467,Monday,Evening,Afternoon,1120
Vistara,Banglore,Delhi,0,4668,Thursday,Noon,Afternoon,170
Jet Airways,Delhi,Cochin,2,13922,Monday,Afternoon,Evening,1525
Air India,Mumbai,Hyderabad,0,3625,Monday,Morning,Morning,80
Air Asia,Kolkata,Banglore,0,5989,Saturday,Evening,Midnight,150
IndiGo,Banglore,Delhi,0,4423,Sunday,Before Dawn,Morning,170
Jet Airways,Delhi,Cochin,0,9564,Tuesday,Morning,Noon,195
Jet Airways,Kolkata,Banglore,1,8529,Wednesday,Afternoon,Evening,1545
Air India,Kolkata,Banglore,0,4145,Thursday,Evening,Midnight,155
IndiGo,Kolkata,Banglore,0,4804,Friday,Afternoon,Evening,155
IndiGo,Delhi,Cochin,1,6938,Saturday,Afternoon,Midnight,490
Jet Airways,Banglore,New Delhi,1,14815,Wednesday,Morning,Morning,1420
Multiple carriers,Delhi,Cochin,1,15077,Wednesday,Morning,Evening,705
Jet Airways,Delhi,Cochin,2,13014,Saturday,Morning,Evening,560
Air India,Kolkata,Banglore,2,11201,Sunday,Before Dawn,Evening,875
Jet Airways,Kolkata,Banglore,1,12692,Thursday,Evening,Evening,1295
Multiple carriers,Delhi,Cochin,1,9646,Saturday,Morning,Afternoon,385
Jet Airways,Delhi,Cochin,1,16079,Friday,Midnight,Before Dawn,335
Air India,Kolkata,Banglore,2,6117,Wednesday,Morning,Noon,1555
Multiple carriers,Delhi,Cochin,1,6795,Sunday,Afternoon,Midnight,615
Air India,Mumbai,Hyderabad,0,3100,Saturday,Evening,Midnight,80
Jet Airways,Delhi,Cochin,1,15851,Thursday,Before Dawn,Noon,620
Vistara,Chennai,Kolkata,0,3687,Thursday,Morning,Morning,135
IndiGo,Banglore,Delhi,0,4990,Friday,Afternoon,Evening,180
Jet Airways,Delhi,Cochin,1,15554,Thursday,Evening,Evening,1425
Multiple carriers,Delhi,Cochin,1,9526,Saturday,Morning,Evening,795
IndiGo,Delhi,Cochin,0,6015,Saturday,Before Dawn,Morning,195
Air India,Kolkata,Banglore,2,10676,Wednesday,Noon,Evening,590
Jet Airways,Delhi,Cochin,1,12898,Monday,Evening,Noon,1100
Jet Airways,Delhi,Cochin,2,15129,Monday,Midnight,Before Dawn,1760
Multiple carriers,Delhi,Cochin,1,13378,Thursday,Noon,Evening,465
SpiceJet,Kolkata,Banglore,0,4174,Saturday,Morning,Noon,145
Multiple carriers,Delhi,Cochin,1,9103,Tuesday,Noon,Evening,455
IndiGo,Chennai,Kolkata,0,3850,Sunday,Morning,Noon,140
Vistara,Delhi,Cochin,0,6216,Sunday,Afternoon,Afternoon,190
Vistara,Kolkata,Banglore,1,8610,Monday,Afternoon,Midnight,385
Jet Airways,Kolkata,Banglore,1,10539,Thursday,Afternoon,Morning,1005
IndiGo,Delhi,Cochin,1,6674,Saturday,Noon,Midnight,625
Multiple carriers,Delhi,Cochin,1,7618,Monday,Morning,Evening,780
IndiGo,Banglore,Delhi,0,3943,Sunday,Midnight,Before Dawn,175
Vistara,Banglore,New Delhi,0,11913,Sunday,Afternoon,Evening,155
IndiGo,Banglore,New Delhi,0,6860,Saturday,Evening,Evening,170
Jet Airways,Delhi,Cochin,2,13292,Wednesday,Before Dawn,Evening,810
Multiple carriers,Delhi,Cochin,1,17057,Wednesday,Before Dawn,Afternoon,795
Jet Airways,Delhi,Cochin,2,13014,Thursday,Before Dawn,Evening,810
Air India,Delhi,Cochin,2,11552,Sunday,Morning,Evening,2170
IndiGo,Chennai,Kolkata,0,6297,Tuesday,Noon,Afternoon,145
IndiGo,Chennai,Kolkata,0,4332,Sunday,Noon,Afternoon,145
Air India,Delhi,Cochin,0,5674,Thursday,Before Dawn,Morning,170
Multiple carriers,Delhi,Cochin,1,10711,Tuesday,Morning,Evening,730
Jet Airways,Kolkata,Banglore,1,11467,Monday,Morning,Evening,505
Air India,Kolkata,Banglore,2,12434,Monday,Afternoon,Afternoon,1335
Air India,Delhi,Cochin,0,5201,Monday,Evening,Evening,185
Vistara,Banglore,Delhi,0,4878,Saturday,Afternoon,Evening,155
Jet Airways,Delhi,Cochin,2,13014,Thursday,Before Dawn,Before Dawn,1375
SpiceJet,Chennai,Kolkata,0,3597,Thursday,Morning,Noon,135
Air India,Banglore,New Delhi,2,12599,Sunday,Morning,Noon,1580
Jet Airways,Kolkata,Banglore,1,10844,Friday,Evening,Midnight,1660
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Before Dawn,Evening,1005
IndiGo,Banglore,Delhi,0,3943,Friday,Noon,Afternoon,170
Multiple carriers,Delhi,Cochin,1,7198,Wednesday,Noon,Midnight,750
SpiceJet,Kolkata,Banglore,1,4963,Saturday,Afternoon,Evening,315
IndiGo,Banglore,New Delhi,0,12649,Friday,Afternoon,Evening,170
Multiple carriers,Delhi,Cochin,1,17267,Wednesday,Morning,Afternoon,450
Jet Airways,Delhi,Cochin,1,12373,Thursday,Morning,Evening,715
Jet Airways,Banglore,New Delhi,1,13502,Sunday,Noon,Midnight,785
Multiple carriers,Delhi,Cochin,1,11622,Thursday,Noon,Evening,440
SpiceJet,Kolkata,Banglore,0,5515,Sunday,Midnight,Midnight,140
Jet Airways,Kolkata,Banglore,1,9314,Wednesday,Evening,Afternoon,1080
Multiple carriers,Delhi,Cochin,1,11789,Monday,Noon,Evening,520
IndiGo,Banglore,Delhi,0,4823,Saturday,Evening,Midnight,170
Air India,Delhi,Cochin,2,10467,Monday,Noon,Morning,1210
Multiple carriers,Delhi,Cochin,1,7408,Monday,Noon,Evening,480
Air India,Delhi,Cochin,1,7480,Saturday,Morning,Morning,1640
SpiceJet,Kolkata,Banglore,0,3841,Wednesday,Midnight,Midnight,140
SpiceJet,Chennai,Kolkata,0,3543,Saturday,Afternoon,Evening,140
Air India,Delhi,Cochin,3,10493,Monday,Before Dawn,Evening,2280
Multiple carriers,Delhi,Cochin,1,9103,Monday,Noon,Evening,455
Jet Airways,Kolkata,Banglore,1,10844,Monday,Afternoon,Evening,345
IndiGo,Banglore,Delhi,0,4823,Sunday,Evening,Midnight,170
Air Asia,Banglore,New Delhi,0,4482,Sunday,Midnight,Before Dawn,165
Jet Airways,Kolkata,Banglore,1,8529,Wednesday,Morning,Noon,1655
Air India,Delhi,Cochin,0,7931,Sunday,Afternoon,Afternoon,180
Jet Airways,Kolkata,Banglore,1,9663,Saturday,Evening,Morning,865
Jet Airways,Delhi,Cochin,2,10368,Saturday,Morning,Evening,560
Air India,Kolkata,Banglore,2,10151,Saturday,Noon,Evening,590
SpiceJet,Chennai,Kolkata,0,3543,Monday,Afternoon,Evening,140
Multiple carriers,Delhi,Cochin,1,7530,Saturday,Evening,Midnight,390
Multiple carriers,Delhi,Cochin,1,6805,Thursday,Afternoon,Midnight,455
GoAir,Banglore,Delhi,0,3419,Tuesday,Morning,Noon,175
Air Asia,Banglore,Delhi,0,7120,Sunday,Midnight,Before Dawn,170
Jet Airways,Kolkata,Banglore,1,14151,Tuesday,Afternoon,Noon,1075
Air India,Mumbai,Hyderabad,0,3100,Friday,Morning,Morning,80
Jet Airways,Kolkata,Banglore,1,12121,Friday,Afternoon,Afternoon,1285
SpiceJet,Mumbai,Hyderabad,0,2017,Monday,Before Dawn,Morning,90
SpiceJet,Mumbai,Hyderabad,0,2647,Saturday,Before Dawn,Morning,90
IndiGo,Delhi,Cochin,1,6147,Wednesday,Afternoon,Midnight,320
Jet Airways,Delhi,Cochin,2,14237,Saturday,Evening,Before Dawn,600
Jet Airways,Kolkata,Banglore,1,13044,Wednesday,Evening,Morning,730
Jet Airways,Delhi,Cochin,1,15554,Saturday,Before Dawn,Evening,1005
SpiceJet,Banglore,Delhi,0,4423,Tuesday,Morning,Noon,170
Air India,Delhi,Cochin,1,8372,Thursday,Evening,Morning,640
Jet Airways,Kolkata,Banglore,1,10844,Saturday,Evening,Midnight,1655
Vistara,Kolkata,Banglore,1,9555,Saturday,Afternoon,Evening,1550
Air India,Delhi,Cochin,2,8839,Wednesday,Afternoon,Morning,970
Air India,Kolkata,Banglore,2,10151,Monday,Noon,Evening,1830
Air India,Kolkata,Banglore,2,11432,Sunday,Morning,Before Dawn,1210
SpiceJet,Banglore,Delhi,0,4319,Monday,Morning,Noon,170
Air India,Kolkata,Banglore,2,9626,Thursday,Noon,Evening,1830
Air India,Kolkata,Banglore,1,10623,Saturday,Afternoon,Evening,1615
Jet Airways,Delhi,Cochin,0,9564,Thursday,Noon,Afternoon,195
Jet Airways,Kolkata,Banglore,1,14781,Thursday,Afternoon,Evening,400
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Morning,Noon,180
IndiGo,Delhi,Cochin,1,5684,Thursday,Afternoon,Midnight,480
Jet Airways,Kolkata,Banglore,1,14388,Saturday,Before Dawn,Morning,1655
SpiceJet,Banglore,Delhi,0,5515,Thursday,Morning,Noon,170
Jet Airways,Kolkata,Banglore,1,12692,Sunday,Evening,Midnight,1540
Jet Airways,Kolkata,Banglore,1,9314,Wednesday,Morning,Evening,575
SpiceJet,Kolkata,Banglore,0,3873,Saturday,Afternoon,Evening,150
SpiceJet,Kolkata,Banglore,0,4807,Sunday,Midnight,Midnight,140
Multiple carriers,Delhi,Cochin,1,14848,Thursday,Morning,Evening,615
IndiGo,Delhi,Cochin,1,6171,Wednesday,Before Dawn,Noon,425
SpiceJet,Mumbai,Hyderabad,0,1965,Monday,Noon,Afternoon,90
Jet Airways,Kolkata,Banglore,1,10539,Wednesday,Morning,Evening,690
Air Asia,Banglore,Delhi,0,4483,Saturday,Noon,Noon,165
Multiple carriers,Delhi,Cochin,1,8371,Wednesday,Morning,Evening,795
Jet Airways,Delhi,Cochin,1,15764,Wednesday,Noon,Before Dawn,870
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Afternoon,Midnight,425
Air India,Kolkata,Banglore,2,11642,Saturday,Afternoon,Before Dawn,765
IndiGo,Banglore,Delhi,0,4423,Friday,Before Dawn,Morning,170
Vistara,Banglore,Delhi,0,4878,Saturday,Morning,Noon,170
SpiceJet,Mumbai,Hyderabad,0,2227,Thursday,Noon,Afternoon,90
Jet Airways,Kolkata,Banglore,1,10844,Wednesday,Afternoon,Evening,1545
Air Asia,Kolkata,Banglore,0,4107,Wednesday,Evening,Midnight,150
Vistara,Kolkata,Banglore,1,11262,Sunday,Morning,Noon,1660
Jet Airways,Delhi,Cochin,1,10262,Monday,Afternoon,Noon,1355
Jet Airways,Banglore,Delhi,0,4544,Saturday,Afternoon,Evening,175
Jet Airways,Banglore,Delhi,0,6144,Friday,Evening,Evening,185
GoAir,Banglore,New Delhi,0,5706,Friday,Morning,Noon,175
Jet Airways,Banglore,New Delhi,1,5853,Friday,Before Dawn,Noon,390
Jet Airways,Kolkata,Banglore,2,10118,Tuesday,Morning,Evening,860
Air India,Kolkata,Banglore,2,14687,Wednesday,Morning,Before Dawn,1200
Multiple carriers,Delhi,Cochin,1,9254,Monday,Noon,Evening,465
Jet Airways,Delhi,Cochin,2,10368,Saturday,Morning,Before Dawn,1125
Jet Airways,Kolkata,Banglore,1,14571,Thursday,Afternoon,Evening,400
Jet Airways,Banglore,Delhi,0,7229,Saturday,Afternoon,Evening,175
IndiGo,Delhi,Cochin,1,6093,Thursday,Morning,Evening,860
Multiple carriers,Delhi,Cochin,1,16023,Saturday,Morning,Evening,780
IndiGo,Chennai,Kolkata,0,3597,Thursday,Afternoon,Afternoon,140
Jet Airways,Kolkata,Banglore,1,8824,Sunday,Morning,Midnight,1015
IndiGo,Delhi,Cochin,1,7060,Saturday,Before Dawn,Morning,345
Jet Airways,Kolkata,Banglore,1,14231,Sunday,Noon,Morning,1160
Jet Airways,Banglore,Delhi,0,4544,Wednesday,Evening,Evening,185
Jet Airways,Delhi,Cochin,1,16289,Saturday,Afternoon,Evening,1665
IndiGo,Kolkata,Banglore,0,6565,Sunday,Noon,Noon,165
IndiGo,Chennai,Kolkata,0,3597,Friday,Afternoon,Afternoon,140
Air India,Delhi,Cochin,1,7480,Monday,Evening,Morning,765
Vistara,Kolkata,Banglore,1,9922,Sunday,Afternoon,Noon,1065
